s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_LJ AIR
 7.4816442E-001, 0.0000000E+000, 0.0000000E+000,-9.2370556E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3661807E-017, 1.5194090E-002
 7.5007629E-001, 0.0000000E+000, 0.0000000E+000,-9.2370556E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3661807E-017, 1.5221525E-002
 7.5246614E-001, 0.0000000E+000, 0.0000000E+000,-8.6686214E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3181612E-017, 1.5252310E-002
 7.5437802E-001, 0.0000000E+000, 0.0000000E+000,-9.2370556E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3661807E-017, 1.5283013E-002
 7.5628984E-001, 0.0000000E+000, 0.0000000E+000,-9.2370556E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3661807E-017, 1.5310233E-002
 7.5820172E-001, 0.0000000E+000, 0.0000000E+000,-9.0949470E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9450952E-017, 1.5337386E-002
 7.6011360E-001, 0.0000000E+000, 0.0000000E+000,-8.9528385E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5240098E-017, 1.5364473E-002
 7.6202548E-001, 0.0000000E+000, 0.0000000E+000,-8.8107299E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0292431E-018, 1.5391494E-002
 7.6441532E-001, 0.0000000E+000, 0.0000000E+000,-8.9528385E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5240098E-017, 1.5421812E-002
 7.6632720E-001, 0.0000000E+000, 0.0000000E+000,-9.2370556E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3661807E-017, 1.5452049E-002
 7.6823908E-001, 0.0000000E+000, 0.0000000E+000,-9.2370556E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3661807E-017, 1.5478855E-002
 7.7015096E-001, 0.0000000E+000, 0.0000000E+000,-9.2370556E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3661807E-017, 1.5505595E-002
 7.7206284E-001, 0.0000000E+000, 0.0000000E+000,-9.3791641E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7872662E-017, 1.5532269E-002
 7.7445269E-001, 0.0000000E+000, 0.0000000E+000,-8.8107299E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0292431E-018, 1.5562196E-002
 7.7636456E-001, 0.0000000E+000, 0.0000000E+000,-9.0949470E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9450952E-017, 1.5592044E-002
 7.7827644E-001, 0.0000000E+000, 0.0000000E+000,-8.9528385E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5240098E-017, 1.5618503E-002
 7.8018832E-001, 0.0000000E+000, 0.0000000E+000,-9.0949470E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9450952E-017, 1.5644897E-002
 7.8210020E-001, 0.0000000E+000, 0.0000000E+000,-8.8107299E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0292431E-018, 1.5671225E-002
 7.8401208E-001, 0.0000000E+000, 0.0000000E+000,-9.2370556E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3661807E-017, 1.5697488E-002
 7.8640193E-001, 0.0000000E+000, 0.0000000E+000,-9.3791641E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7872662E-017, 1.5726953E-002
 7.8831381E-001, 0.0000000E+000, 0.0000000E+000,-9.5212727E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2083517E-017, 1.5756339E-002
 7.9022568E-001, 0.0000000E+000, 0.0000000E+000,-9.2370556E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3661807E-017, 1.5782388E-002
 7.9213756E-001, 0.0000000E+000, 0.0000000E+000,-8.8107299E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0292431E-018, 1.5808372E-002
 7.9404944E-001, 0.0000000E+000, 0.0000000E+000,-8.9528385E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5240098E-017, 1.5834291E-002
 7.9643929E-001, 0.0000000E+000, 0.0000000E+000,-8.9528385E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5240098E-017, 1.5863369E-002
 7.9835117E-001, 0.0000000E+000, 0.0000000E+000,-9.3791641E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7872662E-017, 1.5892369E-002
 8.0026305E-001, 0.0000000E+000, 0.0000000E+000,-9.2370556E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3661807E-017, 1.5918075E-002
 8.0217493E-001, 0.0000000E+000, 0.0000000E+000,-9.9475983E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1471608E-016, 1.5943716E-002
 8.0408680E-001, 0.0000000E+000, 0.0000000E+000,-9.3791641E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7872662E-017, 1.5969293E-002
 8.0647665E-001, 0.0000000E+000, 0.0000000E+000,-9.3791641E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7872662E-017, 1.5997987E-002
 8.0838853E-001, 0.0000000E+000, 0.0000000E+000,-9.2370556E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3661807E-017, 1.6026602E-002
 8.1030041E-001, 0.0000000E+000, 0.0000000E+000,-9.2370556E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3661807E-017, 1.6051967E-002
 8.1221229E-001, 0.0000000E+000, 0.0000000E+000,-9.3791641E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7872662E-017, 1.6077267E-002
 8.1412417E-001, 0.0000000E+000, 0.0000000E+000,-9.3791641E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7872662E-017, 1.6102503E-002
 8.1603605E-001, 0.0000000E+000, 0.0000000E+000,-9.0949470E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9450952E-017, 1.6127674E-002
 8.1842589E-001, 0.0000000E+000, 0.0000000E+000,-9.3791641E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7872662E-017, 1.6155912E-002
 8.2033777E-001, 0.0000000E+000, 0.0000000E+000,-9.2370556E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3661807E-017, 1.6184072E-002
 8.2224965E-001, 0.0000000E+000, 0.0000000E+000,-9.6633812E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.6294371E-017, 1.6209033E-002
 8.2416153E-001, 0.0000000E+000, 0.0000000E+000,-9.8054898E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0050523E-016, 1.6233930E-002
 8.2607341E-001, 0.0000000E+000, 0.0000000E+000,-9.6633812E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.6294371E-017, 1.6258762E-002
 8.2846326E-001, 0.0000000E+000, 0.0000000E+000,-9.6633812E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.6294371E-017, 1.6286620E-002
 8.3037513E-001, 0.0000000E+000, 0.0000000E+000,-9.8054898E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0050523E-016, 1.6314400E-002
 8.3228701E-001, 0.0000000E+000, 0.0000000E+000,-9.3791641E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7872662E-017, 1.6339024E-002
 8.3419889E-001, 0.0000000E+000, 0.0000000E+000,-9.9475983E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1471608E-016, 1.6363584E-002
 8.3611077E-001, 0.0000000E+000, 0.0000000E+000,-9.5212727E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2083517E-017, 1.6388080E-002
 8.3802265E-001, 0.0000000E+000, 0.0000000E+000,-9.8054898E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0050523E-016, 1.6412512E-002
 8.4022093E-001, 0.0000000E+000, 0.0000000E+000,-9.5212727E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2083517E-017, 1.6438940E-002
 8.4237140E-001, 0.0000000E+000, 0.0000000E+000,-9.6633812E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.6294371E-017, 1.6466637E-002
 8.4409177E-001, 0.0000000E+000, 0.0000000E+000,-9.3791641E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7872662E-017, 1.6491162E-002
 8.4624219E-001, 0.0000000E+000, 0.0000000E+000,-9.8054898E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0050523E-016, 1.6515619E-002
 8.4839261E-001, 0.0000000E+000, 0.0000000E+000,-9.6633812E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.6294371E-017, 1.6542719E-002
 8.5011297E-001, 0.0000000E+000, 0.0000000E+000,-9.3791641E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7872662E-017, 1.6567042E-002
 8.5226345E-001, 0.0000000E+000, 0.0000000E+000,-9.3791641E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7872662E-017, 1.6591297E-002
 8.5441387E-001, 0.0000000E+000, 0.0000000E+000,-9.3791641E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7872662E-017, 1.6618173E-002
 8.5613424E-001, 0.0000000E+000, 0.0000000E+000,-1.0089707E-015, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2892694E-016, 1.6642294E-002
 8.5828465E-001, 0.0000000E+000, 0.0000000E+000,-9.6633812E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.6294371E-017, 1.6666348E-002
 8.6000502E-001, 0.0000000E+000, 0.0000000E+000,-9.5212727E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2083517E-017, 1.6690340E-002
 8.6215550E-001, 0.0000000E+000, 0.0000000E+000,-9.5212727E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2083517E-017, 1.6714264E-002
 8.6430591E-001, 0.0000000E+000, 0.0000000E+000,-9.8054898E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0050523E-016, 1.6740773E-002
 8.6602628E-001, 0.0000000E+000, 0.0000000E+000,-9.5212727E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2083517E-017, 1.6764564E-002
 8.6817670E-001, 0.0000000E+000, 0.0000000E+000,-9.8054898E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0050523E-016, 1.6788289E-002
 8.7032717E-001, 0.0000000E+000, 0.0000000E+000,-9.3791641E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7872662E-017, 1.6814576E-002
 8.7204748E-001, 0.0000000E+000, 0.0000000E+000,-1.0089707E-015, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2892694E-016, 1.6838167E-002
 8.7419796E-001, 0.0000000E+000, 0.0000000E+000,-9.9475983E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1471608E-016, 1.6861692E-002
 8.7634838E-001, 0.0000000E+000, 0.0000000E+000,-9.3791641E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7872662E-017, 1.6887758E-002
 8.7806875E-001, 0.0000000E+000, 0.0000000E+000,-9.8054898E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0050523E-016, 1.6911151E-002
 8.8021916E-001, 0.0000000E+000, 0.0000000E+000,-9.9475983E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1471608E-016, 1.6934477E-002
 8.8236964E-001, 0.0000000E+000, 0.0000000E+000,-1.0089707E-015, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2892694E-016, 1.6960322E-002
 8.8409001E-001, 0.0000000E+000, 0.0000000E+000,-9.9475983E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1471608E-016, 1.6983517E-002
 8.8624042E-001, 0.0000000E+000, 0.0000000E+000,-9.5212727E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2083517E-017, 1.7006646E-002
 8.8839090E-001, 0.0000000E+000, 0.0000000E+000,-1.0231815E-015, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4313779E-016, 1.7032272E-002
 8.9011121E-001, 0.0000000E+000, 0.0000000E+000,-9.8054898E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0050523E-016, 1.7055269E-002
 8.9226168E-001, 0.0000000E+000, 0.0000000E+000,-9.6633812E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.6294371E-017, 1.7078201E-002
 8.9441210E-001, 0.0000000E+000, 0.0000000E+000,-9.8054898E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0050523E-016, 1.7103608E-002
 8.9613247E-001, 0.0000000E+000, 0.0000000E+000,-1.0089707E-015, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2892694E-016, 1.7126409E-002
 8.9828289E-001, 0.0000000E+000, 0.0000000E+000,-9.8054898E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0050523E-016, 1.7149145E-002
 9.0000325E-001, 0.0000000E+000, 0.0000000E+000,-9.8054898E-016, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0050523E-016, 1.7171821E-002
 9.0215373E-001, 0.0000000E+000, 0.0000000E+000,-1.0373924E-015, 8.8004375E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5734864E-016, 1.7194431E-002
 9.0430415E-001, 0.0000000E+000, 0.0000000E+000,-1.0373924E-015, 8.8062656E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5676583E-016, 1.7219482E-002
 9.0602452E-001, 0.0000000E+000, 0.0000000E+000,-1.0231815E-015, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4022374E-016, 1.7241962E-002
 9.0817493E-001, 0.0000000E+000, 0.0000000E+000,-9.8054898E-016, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.7591174E-017, 1.7264378E-002
 9.1032541E-001, 0.0000000E+000, 0.0000000E+000,-9.9475983E-016, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1180203E-016, 1.7289213E-002
 9.1204578E-001, 0.0000000E+000, 0.0000000E+000,-1.0231815E-015, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4022374E-016, 1.7311499E-002
 9.1419619E-001, 0.0000000E+000, 0.0000000E+000,-1.0231815E-015, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4022374E-016, 1.7333721E-002
 9.1634661E-001, 0.0000000E+000, 0.0000000E+000,-1.0373924E-015, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5443459E-016, 1.7358341E-002
 9.1806698E-001, 0.0000000E+000, 0.0000000E+000,-1.0089707E-015, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2601288E-016, 1.7380435E-002
 9.2021745E-001, 0.0000000E+000, 0.0000000E+000,-1.0516032E-015, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6864545E-016, 1.7402464E-002
 9.2236787E-001, 0.0000000E+000, 0.0000000E+000,-1.0089707E-015, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2601288E-016, 1.7426870E-002
 9.2408824E-001, 0.0000000E+000, 0.0000000E+000,-1.0373924E-015, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5443459E-016, 1.7448771E-002
 9.2623866E-001, 0.0000000E+000, 0.0000000E+000,-9.8054898E-016, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.7591174E-017, 1.7470609E-002
 9.2838913E-001, 0.0000000E+000, 0.0000000E+000,-1.0231815E-015, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4022374E-016, 1.7494802E-002
 9.3010944E-001, 0.0000000E+000, 0.0000000E+000,-1.0658141E-015, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8285630E-016, 1.7516512E-002
 9.3225992E-001, 0.0000000E+000, 0.0000000E+000,-1.0516032E-015, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6864545E-016, 1.7538158E-002
 9.3441033E-001, 0.0000000E+000, 0.0000000E+000,-1.0231815E-015, 8.8295780E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4022374E-016, 1.7562140E-002
 9.3613070E-001, 0.0000000E+000, 0.0000000E+000,-1.0231815E-015, 8.8368631E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3949523E-016, 1.7583659E-002
 9.3828118E-001, 0.0000000E+000, 0.0000000E+000,-1.0231815E-015, 8.8587185E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3730969E-016, 1.7605116E-002
 9.4000149E-001, 0.0000000E+000, 0.0000000E+000,-1.0373924E-015, 8.8587185E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5152054E-016, 1.7626514E-002
 9.4215196E-001, 0.0000000E+000, 0.0000000E+000,-1.0231815E-015, 8.8587185E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3730969E-016, 1.7647849E-002
 9.4430238E-001, 0.0000000E+000, 0.0000000E+000,-1.0658141E-015, 8.8587185E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7994225E-016, 1.7671484E-002
 9.4602275E-001, 0.0000000E+000, 0.0000000E+000,-1.0516032E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5990329E-016, 1.7692694E-002
 9.4817317E-001, 0.0000000E+000, 0.0000000E+000,-1.0516032E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5990329E-016, 1.7713840E-002
 9.5032364E-001, 0.0000000E+000, 0.0000000E+000,-1.0373924E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4569244E-016, 1.7737267E-002
 9.5204401E-001, 0.0000000E+000, 0.0000000E+000,-1.0800250E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8832500E-016, 1.7758288E-002
 9.5419443E-001, 0.0000000E+000, 0.0000000E+000,-1.0516032E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5990329E-016, 1.7779247E-002
 9.5634490E-001, 0.0000000E+000, 0.0000000E+000,-1.0516032E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5990329E-016, 1.7802466E-002
 9.5806521E-001, 0.0000000E+000, 0.0000000E+000,-1.0516032E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0651056E-015,-1.5990329E-016, 1.7823301E-002
 9.6021569E-001, 0.0000000E+000, 0.0000000E+000,-1.0516032E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5990329E-016, 1.7844073E-002
 9.6236610E-001, 0.0000000E+000, 0.0000000E+000,-1.0516032E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5990329E-016, 1.7867085E-002
 9.6408647E-001, 0.0000000E+000, 0.0000000E+000,-1.0373924E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4569244E-016, 1.7887734E-002
 9.6623689E-001, 0.0000000E+000, 0.0000000E+000,-1.0231815E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3148158E-016, 1.7908321E-002
 9.6838737E-001, 0.0000000E+000, 0.0000000E+000,-1.0658141E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6520845E-015,-1.7411415E-016, 1.7931128E-002
 9.7010773E-001, 0.0000000E+000, 0.0000000E+000,-1.0231815E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3148158E-016, 1.7951592E-002
 9.7225815E-001, 0.0000000E+000, 0.0000000E+000,-1.0373924E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4569244E-016, 1.7971995E-002
 9.7440863E-001, 0.0000000E+000, 0.0000000E+000,-1.0516032E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6520845E-015,-1.5990329E-016, 1.7994596E-002
 9.7612894E-001, 0.0000000E+000, 0.0000000E+000,-1.0800250E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8832500E-016, 1.8014876E-002
 9.7827941E-001, 0.0000000E+000, 0.0000000E+000,-1.0516032E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6520845E-015,-1.5990329E-016, 1.8035096E-002
 9.8042983E-001, 0.0000000E+000, 0.0000000E+000,-1.0373924E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4569244E-016, 1.8057494E-002
 9.8215020E-001, 0.0000000E+000, 0.0000000E+000,-1.0516032E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5990329E-016, 1.8077591E-002
 9.8430061E-001, 0.0000000E+000, 0.0000000E+000,-1.0231815E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6520845E-015,-1.3148158E-016, 1.8097628E-002
 9.8602098E-001, 0.0000000E+000, 0.0000000E+000,-1.0373924E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4569244E-016, 1.8117609E-002
 9.8817146E-001, 0.0000000E+000, 0.0000000E+000,-1.0373924E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4569244E-016, 1.8137529E-002
 9.9032187E-001, 0.0000000E+000, 0.0000000E+000,-1.0231815E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6520845E-015,-1.3148158E-016, 1.8159595E-002
 9.9204224E-001, 0.0000000E+000, 0.0000000E+000,-1.0516032E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5990329E-016, 1.8179395E-002
 9.9419266E-001, 0.0000000E+000, 0.0000000E+000,-1.0658141E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7411415E-016, 1.8199134E-002
 9.9634314E-001, 0.0000000E+000, 0.0000000E+000,-1.1084467E-015, 8.9169996E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1674671E-016, 1.8221000E-002
 9.9806345E-001, 0.0000000E+000, 0.0000000E+000,-1.0373924E-015, 8.9315698E-016, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4423541E-016, 1.8240619E-002
