s,Pa,m/s,
Time,"pres","error","iter"
 1.3900115E+000, 1.0886749E-002, 4.0766915E-004, 2.4285714E+000
 1.3922654E+000, 1.6991956E-002, 4.4156610E-004, 2.1250000E+000
 1.3942375E+000, 1.9658115E-002, 4.3624696E-004, 2.0000000E+000
 1.3962097E+000, 1.9239276E-002, 3.9160285E-004, 2.0000000E+000
 1.3981819E+000, 1.6385983E-002, 4.4288785E-004, 2.1428571E+000
 1.4001541E+000, 1.1367601E-002, 4.3690405E-004, 2.2857143E+000
 1.4021262E+000, 4.3500435E-003, 4.3713196E-004, 2.4285714E+000
 1.4040984E+000,-4.5895226E-003, 4.3521019E-004, 2.2857143E+000
 1.4060706E+000,-1.5404406E-002, 4.0901689E-004, 2.4285714E+000
 1.4080428E+000,-2.7989079E-002, 4.3877852E-004, 2.1428571E+000
 1.4100150E+000,-4.2054298E-002, 4.5340572E-004, 2.0000000E+000
 1.4122689E+000,-5.8037040E-002, 4.0868641E-004, 2.0000000E+000
 1.4142410E+000,-7.3729322E-002, 3.8121652E-004, 2.0000000E+000
 1.4160436E+000,-8.6462576E-002, 4.3661109E-004, 1.7187660E+000
 1.4180714E+000,-9.6795157E-002, 4.4251104E-004, 1.7500000E+000
 1.4200992E+000,-1.0431076E-001, 4.3020212E-004, 1.8750000E+000
 1.4221270E+000,-1.0779595E-001, 4.2193141E-004, 1.8750000E+000
 1.4241548E+000,-1.0697388E-001, 4.4290066E-004, 2.1250000E+000
 1.4261825E+000,-1.0186242E-001, 4.1907990E-004, 2.5000000E+000
 1.4282103E+000,-9.2869183E-002, 4.2270897E-004, 2.5000000E+000
 1.4302381E+000,-8.0797992E-002, 4.3299384E-004, 2.2500000E+000
 1.4320124E+000,-6.7707793E-002, 4.5637456E-004, 2.0000000E+000
 1.4340402E+000,-5.4013951E-002, 3.3040634E-004, 2.0000000E+000
 1.4360680E+000,-3.9893262E-002, 4.6060178E-004, 1.6250000E+000
 1.4380958E+000,-2.6937179E-002, 4.1074134E-004, 2.0000000E+000
 1.4401236E+000,-1.5346449E-002, 4.2014300E-004, 2.3750000E+000
 1.4421513E+000,-5.1105188E-003, 4.2920585E-004, 2.6250000E+000
 1.4441791E+000, 3.5972959E-003, 4.0670938E-004, 2.6250000E+000
 1.4462069E+000, 1.0218640E-002, 4.1714570E-004, 2.2500000E+000
 1.4482347E+000, 1.3798197E-002, 3.8741884E-004, 2.0000000E+000
 1.4500090E+000, 1.3403652E-002, 3.9910213E-004, 1.7142857E+000
 1.4520368E+000, 8.4325136E-003, 4.4859509E-004, 1.6250000E+000
 1.4540646E+000,-2.0308391E-003, 4.3678607E-004, 1.5000000E+000
 1.4560924E+000,-1.7314317E-002, 4.1187732E-004, 1.6250000E+000
 1.4581201E+000,-3.6058490E-002, 4.2055193E-004, 1.5000000E+000
 1.4601479E+000,-5.6520824E-002, 3.9543616E-004, 1.5000000E+000
 1.4621757E+000,-7.6962164E-002, 4.0223646E-004, 1.3750000E+000
 1.4642035E+000,-9.5790028E-002, 4.3964177E-004, 1.5000000E+000
 1.4662313E+000,-1.1151642E-001, 4.2255656E-004, 1.7500000E+000
 1.4680056E+000,-1.2226388E-001, 4.0206071E-004, 2.0000000E+000
 1.4700334E+000,-1.2810402E-001, 4.2709834E-004, 2.2500000E+000
 1.4720612E+000,-1.2876907E-001, 4.1486817E-004, 2.5000000E+000
 1.4740889E+000,-1.2405685E-001, 4.2921466E-004, 2.5000000E+000
 1.4761167E+000,-1.1503133E-001, 4.1930017E-004, 2.3750000E+000
 1.4781445E+000,-1.0313794E-001, 3.8911346E-004, 2.1250000E+000
 1.4801723E+000,-9.0051347E-002, 3.8963471E-004, 1.5000000E+000
 1.4822001E+000,-7.7442065E-002, 3.6412714E-004, 1.3750000E+000
 1.4842279E+000,-6.6477320E-002, 4.0203445E-004, 1.8750000E+000
 1.4860022E+000,-5.8119992E-002, 4.2152223E-004, 2.2857143E+000
 1.4880300E+000,-5.1654327E-002, 4.3595074E-004, 2.5000000E+000
 1.4900577E+000,-4.6496505E-002, 4.1571496E-004, 2.5000000E+000
 1.4920855E+000,-4.2810562E-002, 4.4925269E-004, 2.1250000E+000
 1.4941133E+000,-4.0323675E-002, 3.6741983E-004, 2.0000000E+000
 1.4961411E+000,-3.8974656E-002, 4.1397190E-004, 1.6250000E+000
 1.4981689E+000,-3.8827995E-002, 4.5996629E-004, 1.5000000E+000
 1.5001967E+000,-3.9980548E-002, 4.1092258E-004, 1.7500000E+000
 1.5022244E+000,-4.2358492E-002, 3.5803416E-004, 1.8750000E+000
 1.5042522E+000,-4.5603598E-002, 3.7286562E-004, 2.0000000E+000
 1.5060265E+000,-4.8869601E-002, 4.4722967E-004, 2.0000000E+000
 1.5080543E+000,-5.1674765E-002, 4.5137730E-004, 2.1250000E+000
 1.5100821E+000,-5.3542792E-002, 4.2621583E-004, 2.5000000E+000
 1.5121099E+000,-5.3848867E-002, 3.6947132E-004, 3.0000000E+000
 1.5141377E+000,-5.2433358E-002, 4.1369771E-004, 3.0000000E+000
 1.5161655E+000,-4.9272013E-002, 4.1624836E-004, 3.0000000E+000
 1.5181932E+000,-4.4504607E-002, 4.2074306E-004, 2.6250000E+000
 1.5202210E+000,-3.8574260E-002, 4.5765659E-004, 2.0000000E+000
 1.5222488E+000,-3.2240072E-002, 4.0969130E-004, 1.8750000E+000
 1.5240231E+000,-2.6727389E-002, 4.0679882E-004, 2.1428571E+000
 1.5260509E+000,-2.2443021E-002, 4.0433026E-004, 2.7500000E+000
 1.5280787E+000,-1.9923122E-002, 4.0891688E-004, 3.0000000E+000
 1.5301065E+000,-2.0017090E-002, 4.1490150E-004, 3.0000000E+000
 1.5321343E+000,-2.2815140E-002, 4.0066059E-004, 2.8750000E+000
 1.5341620E+000,-2.8085293E-002, 4.1997063E-004, 2.5000000E+000
 1.5361898E+000,-3.5495356E-002, 4.2495988E-004, 2.0000000E+000
 1.5382176E+000,-4.4843263E-002, 4.1512286E-004, 1.8750000E+000
 1.5402454E+000,-5.6194306E-002, 4.5177208E-004, 1.6250000E+000
 1.5420197E+000,-6.8738074E-002, 4.5591044E-004, 1.5714286E+000
 1.5440475E+000,-8.3159216E-002, 4.4809837E-004, 1.5000000E+000
 1.5460753E+000,-1.0019781E-001, 4.0955853E-004, 1.7500000E+000
 1.5481031E+000,-1.1826241E-001, 3.3148115E-004, 1.8750000E+000
 1.5501308E+000,-1.3641571E-001, 3.2607990E-004, 2.0000000E+000
 1.5521586E+000,-1.5358982E-001, 3.7072683E-004, 2.0000000E+000
 1.5541864E+000,-1.6851741E-001, 4.2687325E-004, 2.2500000E+000
 1.5562142E+000,-1.7977029E-001, 4.2543319E-004, 2.6250000E+000
 1.5582420E+000,-1.8601642E-001, 4.0484700E-004, 3.0000000E+000
 1.5600163E+000,-1.8659050E-001, 4.6433832E-004, 3.0000000E+000
 1.5620441E+000,-1.8166115E-001, 4.5622938E-004, 3.1250000E+000
 1.5640719E+000,-1.7091759E-001, 4.0400882E-004, 3.1250000E+000
 1.5660996E+000,-1.5535930E-001, 4.5232298E-004, 2.1250000E+000
 1.5681274E+000,-1.3626186E-001, 3.8490307E-004, 2.0000000E+000
 1.5701552E+000,-1.1495301E-001, 4.2019176E-004, 2.5000000E+000
 1.5721830E+000,-9.2678091E-002, 4.0399961E-004, 3.0000000E+000
 1.5742108E+000,-7.0617385E-002, 4.3552038E-004, 3.0000000E+000
 1.5762386E+000,-4.9864943E-002, 4.1424613E-004, 3.0000000E+000
 1.5780129E+000,-3.2409169E-002, 4.1549758E-004, 2.7142857E+000
 1.5800407E+000,-1.7514499E-002, 4.3301923E-004, 2.2500000E+000
 1.5820684E+000,-4.6345787E-003, 4.0352128E-004, 1.8750000E+000
 1.5840962E+000, 4.9842339E-003, 4.1849838E-004, 1.7500000E+000
 1.5861240E+000, 1.1149896E-002, 4.3092766E-004, 1.5000000E+000
 1.5881518E+000, 1.3614262E-002, 4.4488026E-004, 1.5000000E+000
 1.5901796E+000, 1.2204014E-002, 4.0955107E-004, 1.7500000E+000
 1.5922074E+000, 6.9981712E-003, 3.7876838E-004, 2.0000000E+000
 1.5942351E+000,-1.5684471E-003, 4.2525542E-004, 2.1250000E+000
 1.5960095E+000,-1.1961840E-002, 4.3076655E-004, 2.5714286E+000
 1.5980372E+000,-2.3842222E-002, 4.3159914E-004, 3.1250000E+000
 1.6000650E+000,-3.7031038E-002, 4.2022218E-004, 3.6250000E+000
 1.6020928E+000,-4.9601559E-002, 3.8155774E-004, 4.0000000E+000
 1.6041206E+000,-6.0475410E-002, 4.2775073E-004, 3.5000000E+000
 1.6061484E+000,-6.8852823E-002, 4.3240495E-004, 2.7500000E+000
 1.6081762E+000,-7.4351621E-002, 4.5214438E-004, 2.0000000E+000
 1.6102039E+000,-7.7073402E-002, 4.3014263E-004, 2.3750000E+000
 1.6122317E+000,-7.7429769E-002, 4.2911368E-004, 3.1250000E+000
 1.6140060E+000,-7.6233684E-002, 4.3862721E-004, 3.4285714E+000
 1.6160338E+000,-7.4201150E-002, 4.3822446E-004, 3.5000000E+000
 1.6180616E+000,-7.1838578E-002, 4.4604939E-004, 3.2500000E+000
 1.6200894E+000,-6.9868919E-002, 4.2272533E-004, 3.0000000E+000
 1.6221172E+000,-6.8706272E-002, 4.4638124E-004, 2.3750000E+000
 1.6241450E+000,-6.8537474E-002, 4.4692983E-004, 2.1250000E+000
 1.6261727E+000,-6.9412551E-002, 4.5260272E-004, 2.1250000E+000
 1.6282005E+000,-7.1503970E-002, 4.3287162E-004, 2.1250000E+000
 1.6301252E+000,-7.5003688E-002, 4.3782975E-004, 1.7633899E+000
 1.6321745E+000,-8.0404461E-002, 4.3993081E-004, 1.4444444E+000
 1.6342238E+000,-8.8186392E-002, 3.9795825E-004, 1.5555556E+000
 1.6360455E+000,-9.7720651E-002, 4.3491749E-004, 1.5000000E+000
 1.6380948E+000,-1.0937768E-001, 4.3083717E-004, 1.7777778E+000
 1.6401441E+000,-1.2358271E-001, 4.1182831E-004, 2.1111111E+000
 1.6421934E+000,-1.3879443E-001, 4.1612406E-004, 2.4444444E+000
 1.6440150E+000,-1.5277218E-001, 4.2924266E-004, 2.8750000E+000
 1.6460643E+000,-1.6477986E-001, 4.6826982E-004, 3.0000000E+000
 1.6481136E+000,-1.7377985E-001, 4.6901668E-004, 3.1111111E+000
 1.6501630E+000,-1.7764547E-001, 4.2268790E-004, 2.8888889E+000
 1.6522123E+000,-1.7578580E-001, 4.0745723E-004, 2.0000000E+000
 1.6541250E+000,-1.6895565E-001, 4.6558366E-004, 1.7619048E+000
 1.6561287E+000,-1.5816955E-001, 4.0130971E-004, 2.7500000E+000
 1.6581325E+000,-1.4431358E-001, 4.6285718E-004, 3.0000000E+000
 1.6601363E+000,-1.2916275E-001, 4.4457747E-004, 3.2500000E+000
 1.6621401E+000,-1.1398600E-001, 4.6501496E-004, 3.0000000E+000
 1.6641438E+000,-9.9680440E-002, 4.0904539E-004, 2.8750000E+000
 1.6661476E+000,-8.6775567E-002, 4.2775882E-004, 2.3750000E+000
 1.6681514E+000,-7.5494107E-002, 3.9118422E-004, 2.1250000E+000
 1.6701552E+000,-6.5771948E-002, 3.9791859E-004, 2.0000000E+000
 1.6721589E+000,-5.7346329E-002, 4.5963777E-004, 2.0000000E+000
 1.6741627E+000,-4.9875615E-002, 4.5043297E-004, 2.0000000E+000
 1.6761665E+000,-4.3090462E-002, 3.9308429E-004, 2.0000000E+000
 1.6781703E+000,-3.6865699E-002, 4.1016660E-004, 2.0000000E+000
 1.6801740E+000,-3.1196010E-002, 4.3769970E-004, 2.2500000E+000
 1.6821778E+000,-2.6145551E-002, 4.3369441E-004, 2.8750000E+000
 1.6841816E+000,-2.1816308E-002, 4.2630691E-004, 3.5000000E+000
 1.6861853E+000,-1.8335511E-002, 3.9694524E-004, 3.8750000E+000
 1.6881891E+000,-1.5837315E-002, 4.1086677E-004, 3.7500000E+000
 1.6901929E+000,-1.4408589E-002, 4.4120329E-004, 3.1250000E+000
 1.6921967E+000,-1.4044799E-002, 4.3741450E-004, 2.2500000E+000
 1.6942004E+000,-1.4719376E-002, 4.2174987E-004, 2.0000000E+000
 1.6962042E+000,-1.6392668E-002, 4.3916496E-004, 2.6250000E+000
 1.6982080E+000,-1.9015913E-002, 4.4536198E-004, 3.2500000E+000
 1.7002118E+000,-2.2624121E-002, 4.5344826E-004, 3.5000000E+000
 1.7022155E+000,-2.7285223E-002, 4.3219292E-004, 3.5000000E+000
 1.7042193E+000,-3.3048359E-002, 4.5368316E-004, 3.1250000E+000
 1.7062231E+000,-3.9947725E-002, 4.1229565E-004, 2.8750000E+000
 1.7082269E+000,-4.8002738E-002, 4.4156006E-004, 2.2500000E+000
 1.7102306E+000,-5.7222800E-002, 4.3888466E-004, 2.0000000E+000
 1.7122344E+000,-6.7579162E-002, 4.3082183E-004, 2.3750000E+000
 1.7140877E+000,-7.8579834E-002, 4.3069136E-004, 2.3783841E+000
 1.7161161E+000,-9.0828785E-002, 4.3944387E-004, 2.2222222E+000
 1.7181446E+000,-1.0504051E-001, 4.4466507E-004, 2.1111111E+000
 1.7201731E+000,-1.2082877E-001, 3.9665474E-004, 1.8888889E+000
 1.7222015E+000,-1.3801444E-001, 4.3904308E-004, 1.7777778E+000
 1.7240046E+000,-1.5498463E-001, 4.3735094E-004, 1.8750000E+000
 1.7260331E+000,-1.7184481E-001, 4.2762800E-004, 2.3333333E+000
 1.7280615E+000,-1.8833283E-001, 3.9282091E-004, 3.0000000E+000
 1.7300900E+000,-2.0173619E-001, 4.5475066E-004, 3.1111111E+000
 1.7321185E+000,-2.1018702E-001, 4.4128544E-004, 3.2222222E+000
 1.7341469E+000,-2.1213776E-001, 4.3449918E-004, 3.0000000E+000
 1.7361754E+000,-2.0687204E-001, 4.0051384E-004, 2.2222222E+000
 1.7380686E+000,-1.9539744E-001, 4.5008080E-004, 1.6309524E+000
 1.7400520E+000,-1.7913460E-001, 4.3684947E-004, 2.3750000E+000
 1.7420354E+000,-1.5933290E-001, 4.5724258E-004, 3.0000000E+000
 1.7440188E+000,-1.3847177E-001, 4.2992708E-004, 3.3750000E+000
 1.7460022E+000,-1.1836758E-001, 4.3619308E-004, 3.2500000E+000
 1.7482335E+000,-9.9300449E-002, 4.0331175E-004, 3.0000000E+000
 1.7502169E+000,-8.3340408E-002, 4.4777652E-004, 2.3750000E+000
 1.7522003E+000,-7.1474000E-002, 4.1643922E-004, 2.1250000E+000
 1.7541837E+000,-6.2379770E-002, 4.1430773E-004, 1.7500000E+000
 1.7561671E+000,-5.5477576E-002, 4.1599293E-004, 1.8750000E+000
 1.7581505E+000,-5.0130065E-002, 4.3725190E-004, 2.2500000E+000
 1.7601339E+000,-4.5854277E-002, 4.2158272E-004, 2.5000000E+000
 1.7621172E+000,-4.2315882E-002, 4.1921455E-004, 2.3750000E+000
 1.7641006E+000,-3.9260075E-002, 4.2531202E-004, 2.5000000E+000
 1.7660840E+000,-3.6483265E-002, 4.3934787E-004, 3.0000000E+000
 1.7680674E+000,-3.3823784E-002, 4.1965114E-004, 3.6250000E+000
 1.7700508E+000,-3.1130923E-002, 3.9445081E-004, 3.8750000E+000
 1.7720342E+000,-2.8263360E-002, 4.3210514E-004, 3.5000000E+000
 1.7740176E+000,-2.5094848E-002, 4.4302433E-004, 3.0000000E+000
 1.7760010E+000,-2.1535147E-002, 4.3741154E-004, 2.0000000E+000
 1.7782323E+000,-1.7374210E-002, 4.5399815E-004, 1.8888889E+000
 1.7802157E+000,-1.3087763E-002, 4.0970138E-004, 2.8750000E+000
 1.7821991E+000,-9.2944854E-003, 4.2695995E-004, 3.5000000E+000
 1.7841825E+000,-6.3299002E-003, 4.2922669E-004, 3.6250000E+000
 1.7861659E+000,-4.8529831E-003, 4.4373396E-004, 3.3750000E+000
 1.7881492E+000,-5.4809643E-003, 4.4750886E-004, 3.1250000E+000
 1.7901326E+000,-8.6597481E-003, 4.1557275E-004, 2.7500000E+000
 1.7921160E+000,-1.4595259E-002, 4.3329948E-004, 2.2500000E+000
 1.7940994E+000,-2.3259674E-002, 3.9853971E-004, 1.8750000E+000
 1.7960578E+000,-3.4340611E-002, 4.2760187E-004, 2.1265943E+000
 1.7980643E+000,-4.7699901E-002, 4.2981302E-004, 2.4444444E+000
 1.8000708E+000,-6.3451828E-002, 4.4633730E-004, 2.4444444E+000
 1.8020773E+000,-8.1298873E-002, 4.2530669E-004, 2.5555556E+000
 1.8040838E+000,-1.0124223E-001, 4.2957143E-004, 2.3333333E+000
 1.8060903E+000,-1.2318970E-001, 4.3615757E-004, 2.0000000E+000
 1.8080968E+000,-1.4682420E-001, 4.1615403E-004, 2.1111111E+000
 1.8101033E+000,-1.7152273E-001, 4.1078588E-004, 2.6666667E+000
 1.8121098E+000,-1.9618273E-001, 4.3550352E-004, 3.0000000E+000
 1.8141163E+000,-2.1899038E-001, 4.4842156E-004, 3.2222222E+000
 1.8161228E+000,-2.3753686E-001, 4.3878666E-004, 3.2222222E+000
 1.8181293E+000,-2.4929359E-001, 4.1627584E-004, 2.7777778E+000
 1.8201581E+000,-2.5224466E-001, 4.1927176E-004, 1.7692308E+000
 1.8221201E+000,-2.4564400E-001, 4.4402720E-004, 2.0000000E+000
 1.8240820E+000,-2.3040151E-001, 3.9630718E-004, 2.8750000E+000
 1.8260439E+000,-2.0827009E-001, 4.4578781E-004, 3.2500000E+000
 1.8280058E+000,-1.8197264E-001, 4.0998646E-004, 3.5000000E+000
 1.8302129E+000,-1.5277739E-001, 4.5557868E-004, 3.0000000E+000
 1.8321749E+000,-1.2519865E-001, 3.8341729E-004, 3.0000000E+000
 1.8341368E+000,-1.0251234E-001, 4.1597433E-004, 2.6250000E+000
 1.8360987E+000,-8.3712573E-002, 4.1233276E-004, 2.2500000E+000
 1.8380606E+000,-6.8855118E-002, 3.9552540E-004, 1.7500000E+000
 1.8400225E+000,-5.7562689E-002, 4.3590282E-004, 1.6250000E+000
 1.8422297E+000,-4.8731436E-002, 4.0784505E-004, 2.1111111E+000
 1.8441916E+000,-4.2218592E-002, 4.2772352E-004, 2.5000000E+000
 1.8461535E+000,-3.7502657E-002, 4.1429141E-004, 2.7500000E+000
 1.8481154E+000,-3.3554552E-002, 4.3795005E-004, 2.8750000E+000
 1.8500773E+000,-2.9987363E-002, 4.4010204E-004, 3.3750000E+000
 1.8520392E+000,-2.6560240E-002, 3.9733710E-004, 3.8750000E+000
 1.8540011E+000,-2.3094130E-002, 4.1961458E-004, 3.6250000E+000
 1.8562083E+000,-1.9194077E-002, 4.5329432E-004, 3.1111111E+000
 1.8581702E+000,-1.4919256E-002, 3.9279825E-004, 2.3750000E+000
 1.8601321E+000,-1.0398094E-002, 4.3052473E-004, 1.6250000E+000
 1.8620940E+000,-5.3633960E-003, 4.3509958E-004, 2.5000000E+000
 1.8640559E+000, 2.1615769E-004, 4.3780945E-004, 3.2500000E+000
 1.8660179E+000, 6.1288405E-003, 4.2655015E-004, 3.6250000E+000
 1.8682250E+000, 1.2287257E-002, 4.3313969E-004, 3.5555556E+000
 1.8701869E+000, 1.7553649E-002, 4.3840853E-004, 3.2500000E+000
 1.8721488E+000, 2.0782293E-002, 4.2781412E-004, 3.0000000E+000
 1.8741107E+000, 2.1469669E-002, 3.9833948E-004, 2.8750000E+000
 1.8760727E+000, 1.8777958E-002, 4.4234370E-004, 2.2500000E+000
 1.8780346E+000, 1.2404713E-002, 4.1552460E-004, 1.6250000E+000
 1.8800675E+000, 2.2246103E-003, 4.2197180E-004, 1.4458048E+000
 1.8820506E+000,-1.2069817E-002, 4.3226203E-004, 1.8888889E+000
 1.8840338E+000,-2.9877827E-002, 4.3605987E-004, 2.4444444E+000
 1.8860169E+000,-5.1043730E-002, 4.2638988E-004, 2.6666667E+000
 1.8880001E+000,-7.5355007E-002, 4.4088009E-004, 2.5555556E+000
 1.8902035E+000,-1.0419795E-001, 4.2030704E-004, 2.4000000E+000
 1.8921867E+000,-1.3577484E-001, 4.2854798E-004, 2.5555556E+000
 1.8941698E+000,-1.6756181E-001, 4.2192342E-004, 3.0000000E+000
 1.8961530E+000,-1.9990592E-001, 4.5676443E-004, 3.2222222E+000
 1.8981361E+000,-2.3079148E-001, 4.3680636E-004, 3.2222222E+000
 1.9001193E+000,-2.5747185E-001, 4.2591850E-004, 2.8888889E+000
 1.9021244E+000,-2.7696897E-001, 3.8527917E-004, 2.0989011E+000
 1.9040635E+000,-2.8634824E-001, 4.3801457E-004, 1.6250000E+000
 1.9060026E+000,-2.8446352E-001, 3.9232987E-004, 2.7500000E+000
 1.9081840E+000,-2.6995466E-001, 4.4643161E-004, 3.2222222E+000
 1.9101231E+000,-2.4458034E-001, 4.2156543E-004, 3.3750000E+000
 1.9120622E+000,-2.1346772E-001, 4.5391229E-004, 3.1250000E+000
 1.9140012E+000,-1.7903573E-001, 3.9226722E-004, 3.0000000E+000
 1.9161827E+000,-1.4273420E-001, 4.1106248E-004, 2.7777778E+000
 1.9181218E+000,-1.0984259E-001, 3.8904689E-004, 3.0000000E+000
 1.9200608E+000,-8.3839728E-002, 3.9678736E-004, 2.8750000E+000
 1.9222423E+000,-6.2069261E-002, 4.0946302E-004, 2.4444444E+000
 1.9241814E+000,-4.5805270E-002, 3.7992307E-004, 2.0000000E+000
 1.9261204E+000,-3.4855422E-002, 3.9786314E-004, 2.0000000E+000
 1.9280595E+000,-2.7063709E-002, 4.0293458E-004, 2.3750000E+000
 1.9302410E+000,-2.1161634E-002, 4.0726506E-004, 3.0000000E+000
 1.9321800E+000,-1.6701836E-002, 4.4299040E-004, 3.3750000E+000
 1.9341191E+000,-1.3219082E-002, 3.9537816E-004, 3.8750000E+000
 1.9360582E+000,-1.0020118E-002, 4.2200418E-004, 3.6250000E+000
 1.9382396E+000,-6.6514775E-003, 4.3549081E-004, 3.1111111E+000
 1.9401787E+000,-3.1131217E-003, 4.4009377E-004, 2.2500000E+000
 1.9421178E+000, 5.7033964E-004, 4.5518100E-004, 1.7500000E+000
 1.9440569E+000, 4.7678871E-003, 4.0092403E-004, 2.6250000E+000
 1.9462383E+000, 9.9544859E-003, 4.4365052E-004, 3.2222222E+000
 1.9481774E+000, 1.5960747E-002, 4.3151105E-004, 3.6250000E+000
 1.9501165E+000, 2.2290338E-002, 4.2912875E-004, 3.6250000E+000
 1.9520555E+000, 2.8907689E-002, 4.3461940E-004, 3.2500000E+000
 1.9542370E+000, 3.5491881E-002, 4.1625958E-004, 3.0000000E+000
 1.9561761E+000, 4.0526180E-002, 3.9637933E-004, 3.0000000E+000
 1.9581151E+000, 4.1958215E-002, 3.9770490E-004, 3.0000000E+000
 1.9600542E+000, 3.8650381E-002, 4.1745716E-004, 2.6250000E+000
 1.9620886E+000, 3.1307273E-002, 4.1333232E-004, 1.9049511E+000
 1.9640495E+000, 2.0093398E-002, 4.2907731E-004, 1.3333333E+000
 1.9660104E+000, 3.6802520E-003, 4.2154115E-004, 1.5555556E+000
 1.9681891E+000,-1.8526513E-002, 4.1980690E-004, 2.2000000E+000
 1.9701500E+000,-4.5742114E-002, 4.3094899E-004, 2.5555556E+000
 1.9721109E+000,-7.5617091E-002, 4.3197142E-004, 2.6666667E+000
 1.9740718E+000,-1.0877228E-001, 4.0557946E-004, 2.7777778E+000
 1.9760327E+000,-1.4449798E-001, 4.2563661E-004, 3.0000000E+000
 1.9782114E+000,-1.8381282E-001, 4.4959872E-004, 3.2000000E+000
 1.9801723E+000,-2.2282993E-001, 4.4529637E-004, 3.2222222E+000
 1.9821332E+000,-2.5689117E-001, 4.2188011E-004, 2.8888889E+000
 1.9841813E+000,-2.8549938E-001, 4.1594710E-004, 1.9893617E+000
 1.9860986E+000,-3.0467279E-001, 4.3572225E-004, 1.6250000E+000
 1.9880159E+000,-3.1207395E-001, 4.1769682E-004, 2.7500000E+000
 1.9901728E+000,-3.0636149E-001, 4.4689321E-004, 3.2222222E+000
 1.9920902E+000,-2.8738497E-001, 4.1391350E-004, 3.5000000E+000
 1.9940075E+000,-2.5910298E-001, 4.3470276E-004, 3.1250000E+000
 1.9961644E+000,-2.2175114E-001, 4.0717097E-004, 2.8888889E+000
 1.9980818E+000,-1.8143693E-001, 4.2982850E-004, 2.3750000E+000
 2.0000000E+000,-1.4462565E-001, 4.1706882E-004, 2.4997564E+000
